study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
PRJNA389280	SAMN07424388	SRX3139430	SRR5983273	408170	human gut metagenome	2460927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983273/SRR5983273.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983273/SRR5983273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983273/SRR5983273_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/003/SRR5983273	G95643
PRJNA389280	SAMN07424385	SRX3139429	SRR5983274	408170	human gut metagenome	12306478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983274/SRR5983274.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983274/SRR5983274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983274/SRR5983274_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983274	G95640
PRJNA389280	SAMN07424386	SRX3139428	SRR5983275	408170	human gut metagenome	4790607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983275/SRR5983275.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983275/SRR5983275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983275/SRR5983275_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983275	G95641
PRJNA389280	SAMN07424383	SRX3139427	SRR5983276	408170	human gut metagenome	12213436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983276/SRR5983276.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983276/SRR5983276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983276/SRR5983276_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983276	G95638
PRJNA389280	SAMN07424384	SRX3139426	SRR5983277	408170	human gut metagenome	16116451	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983277/SRR5983277.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983277/SRR5983277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983277/SRR5983277_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983277	G95639
PRJNA389280	SAMN07424381	SRX3139425	SRR5983278	408170	human gut metagenome	14263299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983278/SRR5983278.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983278/SRR5983278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983278/SRR5983278_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/008/SRR5983278	G95636
PRJNA389280	SAMN07424382	SRX3139424	SRR5983279	408170	human gut metagenome	5968429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983279/SRR5983279.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983279/SRR5983279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983279/SRR5983279_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/009/SRR5983279	G95637
PRJNA389280	SAMN07424379	SRX3139423	SRR5983280	408170	human gut metagenome	8316863	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983280/SRR5983280.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983280/SRR5983280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983280/SRR5983280_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/000/SRR5983280	G95634
PRJNA389280	SAMN07424380	SRX3139422	SRR5983281	408170	human gut metagenome	5927538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983281/SRR5983281.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983281/SRR5983281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983281/SRR5983281_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/001/SRR5983281	G95635
PRJNA389280	SAMN07424456	SRX3139421	SRR5983282	408170	human gut metagenome	10089286	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983282/SRR5983282.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983282/SRR5983282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983282/SRR5983282_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/002/SRR5983282	G95721
PRJNA389280	SAMN07424455	SRX3139420	SRR5983283	408170	human gut metagenome	7989668	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983283/SRR5983283.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983283/SRR5983283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983283/SRR5983283_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/003/SRR5983283	G95720
PRJNA389280	SAMN07424454	SRX3139419	SRR5983284	408170	human gut metagenome	18166138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983284/SRR5983284.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983284/SRR5983284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983284/SRR5983284_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983284	G95719
PRJNA389280	SAMN07424453	SRX3139418	SRR5983285	408170	human gut metagenome	11584871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983285/SRR5983285.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983285/SRR5983285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983285/SRR5983285_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983285	G95717
PRJNA389280	SAMN07424452	SRX3139417	SRR5983286	408170	human gut metagenome	16018827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983286/SRR5983286.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983286/SRR5983286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983286/SRR5983286_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983286	G95715
PRJNA389280	SAMN07424451	SRX3139416	SRR5983287	408170	human gut metagenome	7770704	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983287/SRR5983287.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983287/SRR5983287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983287/SRR5983287_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983287	G95714
PRJNA389280	SAMN07424450	SRX3139415	SRR5983288	408170	human gut metagenome	7631083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983288/SRR5983288.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983288/SRR5983288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983288/SRR5983288_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/008/SRR5983288	G95713
PRJNA389280	SAMN07424449	SRX3139414	SRR5983289	408170	human gut metagenome	2356307	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983289/SRR5983289.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983289/SRR5983289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983289/SRR5983289_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/009/SRR5983289	G95711
PRJNA389280	SAMN07424540	SRX3139413	SRR5983290	408170	human gut metagenome	15650060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983290/SRR5983290.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983290/SRR5983290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983290/SRR5983290_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/000/SRR5983290	G95815
PRJNA389280	SAMN07424458	SRX3139412	SRR5983291	408170	human gut metagenome	7668689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983291/SRR5983291.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983291/SRR5983291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983291/SRR5983291_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/001/SRR5983291	G95725
PRJNA389280	SAMN07424457	SRX3139411	SRR5983292	408170	human gut metagenome	632527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983292/SRR5983292.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983292/SRR5983292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983292/SRR5983292_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/002/SRR5983292	G95723
PRJNA389280	SAMN07424518	SRX3139410	SRR5983293	408170	human gut metagenome	11579311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983293/SRR5983293.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983293/SRR5983293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983293/SRR5983293_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/003/SRR5983293	G95790
PRJNA389280	SAMN07424517	SRX3139409	SRR5983294	408170	human gut metagenome	8945613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983294/SRR5983294.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983294/SRR5983294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983294/SRR5983294_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983294	G95789
PRJNA389280	SAMN07424510	SRX3139408	SRR5983295	408170	human gut metagenome	18138691	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983295/SRR5983295.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983295/SRR5983295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983295/SRR5983295_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983295	G95781
PRJNA389280	SAMN07424509	SRX3139407	SRR5983296	408170	human gut metagenome	13977258	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983296/SRR5983296.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983296/SRR5983296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983296/SRR5983296_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983296	G95780
PRJNA389280	SAMN07424512	SRX3139406	SRR5983297	408170	human gut metagenome	14129340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983297/SRR5983297.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983297/SRR5983297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983297/SRR5983297_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983297	G95784
PRJNA389280	SAMN07424511	SRX3139405	SRR5983298	408170	human gut metagenome	13624613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983298/SRR5983298.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983298/SRR5983298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983298/SRR5983298_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/008/SRR5983298	G95782
PRJNA389280	SAMN07424514	SRX3139404	SRR5983299	408170	human gut metagenome	14682598	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983299/SRR5983299.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983299/SRR5983299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983299/SRR5983299_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/009/SRR5983299	G95786
PRJNA389280	SAMN07424513	SRX3139403	SRR5983300	408170	human gut metagenome	13097962	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983300/SRR5983300.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983300/SRR5983300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983300/SRR5983300_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/000/SRR5983300	G95785
PRJNA389280	SAMN07424516	SRX3139402	SRR5983301	408170	human gut metagenome	16808540	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983301/SRR5983301.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983301/SRR5983301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983301/SRR5983301_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/001/SRR5983301	G95788
PRJNA389280	SAMN07424515	SRX3139401	SRR5983302	408170	human gut metagenome	14695453	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983302/SRR5983302.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983302/SRR5983302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983302/SRR5983302_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/002/SRR5983302	G95787
PRJNA389280	SAMN07424358	SRX3139400	SRR5983303	408170	human gut metagenome	19800043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983303/SRR5983303.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983303/SRR5983303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983303/SRR5983303_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/003/SRR5983303	G79989
PRJNA389280	SAMN07424357	SRX3139399	SRR5983304	408170	human gut metagenome	9372754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983304/SRR5983304.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983304/SRR5983304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983304/SRR5983304_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983304	G79986
PRJNA389280	SAMN07424549	SRX3139398	SRR5983305	408170	human gut metagenome	19440539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983305/SRR5983305.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983305/SRR5983305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983305/SRR5983305_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983305	G95824
PRJNA389280	SAMN07424352	SRX3139397	SRR5983306	408170	human gut metagenome	17086306	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983306/SRR5983306.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983306/SRR5983306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983306/SRR5983306_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983306	G79969
PRJNA389280	SAMN07424351	SRX3139396	SRR5983307	408170	human gut metagenome	13869785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983307/SRR5983307.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983307/SRR5983307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983307/SRR5983307_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983307	G79967
PRJNA389280	SAMN07424350	SRX3139395	SRR5983308	408170	human gut metagenome	12987643	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983308/SRR5983308.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983308/SRR5983308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983308/SRR5983308_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/008/SRR5983308	G79966
PRJNA389280	SAMN07424349	SRX3139394	SRR5983309	408170	human gut metagenome	21454936	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983309/SRR5983309.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983309/SRR5983309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983309/SRR5983309_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/009/SRR5983309	G79964
PRJNA389280	SAMN07424356	SRX3139393	SRR5983310	408170	human gut metagenome	17057527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983310/SRR5983310.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983310/SRR5983310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983310/SRR5983310_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/000/SRR5983310	G79974
PRJNA389280	SAMN07424355	SRX3139392	SRR5983311	408170	human gut metagenome	14658825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983311/SRR5983311.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983311/SRR5983311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983311/SRR5983311_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/001/SRR5983311	G79973
PRJNA389280	SAMN07424354	SRX3139391	SRR5983312	408170	human gut metagenome	15531866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983312/SRR5983312.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983312/SRR5983312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983312/SRR5983312_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/002/SRR5983312	G79972
PRJNA389280	SAMN07424353	SRX3139390	SRR5983313	408170	human gut metagenome	29934609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983313/SRR5983313.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983313/SRR5983313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983313/SRR5983313_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/003/SRR5983313	G79970
PRJNA389280	SAMN07424441	SRX3139389	SRR5983314	408170	human gut metagenome	7066572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983314/SRR5983314.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983314/SRR5983314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983314/SRR5983314_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983314	G95701
PRJNA389280	SAMN07424442	SRX3139388	SRR5983315	408170	human gut metagenome	14661253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983315/SRR5983315.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983315/SRR5983315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983315/SRR5983315_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983315	G95703
PRJNA389280	SAMN07424439	SRX3139387	SRR5983316	408170	human gut metagenome	3296965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983316/SRR5983316.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983316/SRR5983316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983316/SRR5983316_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983316	G95699
PRJNA389280	SAMN07424440	SRX3139386	SRR5983317	408170	human gut metagenome	13515142	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983317/SRR5983317.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983317/SRR5983317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983317/SRR5983317_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983317	G95700
PRJNA389280	SAMN07424445	SRX3139385	SRR5983318	408170	human gut metagenome	18430753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983318/SRR5983318.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983318/SRR5983318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/008/SRR5983318/SRR5983318_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/008/SRR5983318	G95706
PRJNA389280	SAMN07424446	SRX3139384	SRR5983319	408170	human gut metagenome	15159392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983319/SRR5983319.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983319/SRR5983319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/009/SRR5983319/SRR5983319_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/009/SRR5983319	G95707
PRJNA389280	SAMN07424443	SRX3139383	SRR5983320	408170	human gut metagenome	9507227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983320/SRR5983320.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983320/SRR5983320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/000/SRR5983320/SRR5983320_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/000/SRR5983320	G95704
PRJNA389280	SAMN07424444	SRX3139382	SRR5983321	408170	human gut metagenome	8442379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983321/SRR5983321.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983321/SRR5983321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/001/SRR5983321/SRR5983321_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/001/SRR5983321	G95705
PRJNA389280	SAMN07424542	SRX3139381	SRR5983322	408170	human gut metagenome	10417804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983322/SRR5983322.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983322/SRR5983322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/002/SRR5983322/SRR5983322_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/002/SRR5983322	G95817
PRJNA389280	SAMN07424447	SRX3139380	SRR5983323	408170	human gut metagenome	10580328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983323/SRR5983323.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983323/SRR5983323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/003/SRR5983323/SRR5983323_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/003/SRR5983323	G95708
PRJNA389280	SAMN07424448	SRX3139379	SRR5983324	408170	human gut metagenome	13274619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983324/SRR5983324.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983324/SRR5983324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/004/SRR5983324/SRR5983324_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/004/SRR5983324	G95709
PRJNA389280	SAMN07424503	SRX3139378	SRR5983325	408170	human gut metagenome	13826109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983325/SRR5983325.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983325/SRR5983325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/005/SRR5983325/SRR5983325_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/005/SRR5983325	G95774
PRJNA389280	SAMN07424504	SRX3139377	SRR5983326	408170	human gut metagenome	24092993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983326/SRR5983326.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983326/SRR5983326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/006/SRR5983326/SRR5983326_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/006/SRR5983326	G95775
PRJNA389280	SAMN07424505	SRX3139376	SRR5983327	408170	human gut metagenome	24257165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983327/SRR5983327.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983327/SRR5983327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR598/007/SRR5983327/SRR5983327_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR598/007/SRR5983327	G95776
